,seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std
0,1,10,100,2,10,1,2500,10,0.5,1,8,1,33,50,0,50.697,8.02918,1467.49,96.3354,9.15152,0.637377
1,77,100,100,2,10,1,5000,10,0.5,1,8,1,33,50,0,268.727,9.29809,4980.95,19.2335,32.3333,0.770552
2,35,50,100,2,10,5,2500,10,0.5,1,0,1,33,50,0,198.212,17.8881,2490.35,12.2126,12.1818,1.08972
3,51,70,100,2,10,5,2500,10,0.5,1,8,1,33,50,0,147.485,6.51499,2485.9,16.2537,16.3939,0.637377
4,7,10,100,2,10,5,5000,10,0.5,1,0,1,33,50,0,53.5455,9.43759,1692.79,523.364,8.15152,1.53093
5,43,60,100,2,10,5,2500,10,0.5,1,3,1,33,50,0,169.152,11.851,2444.0,38.8211,13.0303,1.04583
6,22,30,100,2,10,5,5000,5,0.5,1,2,1,33,50,0,144.667,18.7844,3939.52,344.522,19.6364,1.8456
7,0,10,100,2,10,1,2500,5,0.5,1,2,1,33,50,0,51.7879,9.59087,2128.15,338.519,5.60606,1.11803
8,42,60,100,2,10,5,2500,5,0.5,1,6,1,33,50,0,170.576,10.5683,2444.97,39.5568,14.3333,0.918559
9,0,10,100,2,10,1,2500,5,0.5,1,8,1,33,50,0,48.4848,10.6364,1475.84,124.33,9.15152,0.810093
10,64,90,100,2,10,1,2500,5,0.5,1,2,1,33,50,0,298.97,16.3238,2495.12,5.07911,10.3939,0.810093
11,49,70,100,2,10,1,2500,10,0.5,1,6,1,33,50,0,264.727,19.7378,2438.48,44.7485,10.0606,1.22474
12,7,10,100,2,10,5,5000,10,0.5,1,2,1,33,50,0,53.5455,9.43759,2780.67,856.011,5.21212,1.0155
13,63,80,100,2,10,5,5000,10,0.5,1,3,1,33,50,0,302.212,21.402,4945.84,40.7277,26.8182,1.87916
14,44,60,100,2,10,1,5000,5,0.5,1,2,1,33,50,0,344.091,19.2603,4993.09,10.4444,19.8788,1.51038
15,59,80,100,2,10,5,2500,10,0.5,1,3,1,33,50,0,188.879,11.0645,2449.79,43.6909,12.9394,1.68634
16,39,50,100,2,10,5,5000,10,0.5,1,8,1,33,50,0,202.606,18.663,4908.94,98.3605,31.2121,0.918559
17,10,20,100,2,10,5,2500,5,0.5,1,6,1,33,50,0,97.5758,14.4461,2389.69,94.5302,14.6364,0.883883
18,17,30,100,2,10,1,2500,10,0.5,1,2,1,33,50,0,154.091,17.4291,2487.58,15.3175,9.90909,2.10654
19,22,30,100,2,10,5,5000,5,0.5,1,8,1,33,50,0,135.818,16.7266,3730.32,304.402,23.5455,1.90394
20,65,90,100,2,10,1,2500,10,0.5,1,3,1,33,50,0,238.455,16.1885,2398.71,92.2938,4.9697,1.41421
21,28,40,100,2,10,1,5000,5,0.5,1,2,1,33,50,0,224.636,18.6863,4892.0,127.001,15.5758,2.05396
22,28,40,100,2,10,1,5000,5,0.5,1,0,1,33,50,0,228.394,19.0901,4703.71,228.791,17.2424,2.52488
23,0,10,100,2,10,1,2500,5,0.5,1,3,1,33,50,0,49.6364,9.95244,1511.83,221.855,8.90909,1.73205
24,17,30,100,2,10,1,2500,10,0.5,1,6,1,33,50,0,149.121,17.2477,2434.94,35.3777,12.697,1.40312
25,16,30,100,2,10,1,2500,5,0.5,1,0,1,33,50,0,156.091,14.8836,2479.23,18.1327,10.8788,1.55121
26,57,80,100,2,10,1,2500,10,0.5,1,2,1,33,50,0,305.424,21.2882,2495.24,5.12976,7.63636,1.26244
27,70,90,100,2,10,5,5000,5,0.5,1,6,1,33,50,0,333.909,15.539,4938.1,41.2991,28.7879,1.36931
28,15,20,100,2,10,5,5000,10,0.5,1,2,1,33,50,0,107.303,12.6824,3501.36,560.126,9.78788,1.5411
29,78,100,100,2,10,5,5000,5,0.5,1,6,1,33,50,0,339.636,21.6374,4936.34,49.5788,28.6667,1.39194
30,69,90,100,2,10,1,5000,10,0.5,1,6,1,33,50,0,466.061,28.0033,4935.39,42.1756,20.9697,2.03101
31,27,40,100,2,10,5,2500,10,0.5,1,8,1,33,50,0,130.515,7.62447,2475.44,26.3619,16.0606,0.433013
32,26,40,100,2,10,5,2500,5,0.5,1,0,1,33,50,0,152.636,13.9795,2486.79,12.1696,14.1212,1.06066
33,52,70,100,2,10,1,5000,5,0.5,1,3,1,33,50,0,298.242,18.7434,4935.24,40.2797,26.5455,2.58602
34,58,80,100,2,10,5,2500,5,0.5,1,2,1,33,50,0,193.455,13.3816,2496.61,5.84134,13.9394,1.26244
35,48,70,100,2,10,1,2500,5,0.5,1,3,1,33,50,0,191.939,11.9241,2427.0,61.6682,10.5758,2.98433
36,71,90,100,2,10,5,5000,10,0.5,1,3,1,33,50,0,328.939,24.9173,4938.46,44.6601,26.3333,1.33463
37,8,20,100,2,10,1,2500,5,0.5,1,2,1,33,50,0,109.818,9.0466,2466.64,43.7556,10.8182,1.86246
38,1,10,100,2,10,1,2500,10,0.5,1,2,1,33,50,0,54.3333,7.98697,2231.94,200.639,5.21212,1.28695
39,58,80,100,2,10,5,2500,5,0.5,1,3,1,33,50,0,158.727,13.1227,2458.79,33.7223,14.3636,1.22474
40,5,10,100,2,10,1,5000,10,0.5,1,3,1,33,50,0,56.6061,9.12051,2225.13,1015.7,7.24242,3.51781
41,3,10,100,2,10,5,2500,10,0.5,1,8,1,33,50,0,52.5758,7.72993,1463.22,140.258,9.24242,0.866025
42,74,100,100,2,10,5,2500,5,0.5,1,8,1,33,50,0,154.545,5.26243,2487.68,15.2332,16.6061,0.790569
43,60,80,100,2,10,1,5000,5,0.5,1,2,1,33,50,0,429.364,17.3021,4995.09,5.15609,19.6364,1.70477
44,60,80,100,2,10,1,5000,5,0.5,1,6,1,33,50,0,412.242,17.3548,4942.02,43.5787,23.4545,1.81142
45,24,40,100,2,10,1,2500,5,0.5,1,8,1,33,50,0,128.939,7.99586,2473.2,27.7999,15.9697,1.03078
46,77,100,100,2,10,1,5000,10,0.5,1,6,1,33,50,0,513.424,26.4776,4938.03,40.0937,20.5152,1.6298
47,35,50,100,2,10,5,2500,10,0.5,1,2,1,33,50,0,197.515,17.7994,2494.48,6.84252,12.0,1.0
48,23,30,100,2,10,5,5000,10,0.5,1,6,1,33,50,0,164.667,13.2657,3423.21,258.304,19.6364,1.91213
49,79,100,100,2,10,5,5000,10,0.5,1,6,1,33,50,0,445.909,20.9633,4946.85,38.2814,25.2727,1.23744
50,4,10,100,2,10,1,5000,5,0.5,1,2,1,33,50,0,57.2727,7.5053,3060.58,696.11,3.93939,1.23744
51,32,50,100,2,10,1,2500,5,0.5,1,0,1,33,50,0,213.576,15.1638,2487.81,11.6901,10.4848,1.14564
52,23,30,100,2,10,5,5000,10,0.5,1,2,1,33,50,0,170.273,13.7415,4414.52,429.245,14.8182,1.61051
53,13,20,100,2,10,1,5000,10,0.5,1,3,1,33,50,0,112.697,14.7891,3270.92,639.677,14.303,5.87899
54,58,80,100,2,10,5,2500,5,0.5,1,8,1,33,50,0,149.545,5.6463,2486.78,10.4833,16.3636,0.612372
55,18,30,100,2,10,5,2500,5,0.5,1,2,1,33,50,0,126.364,11.7442,2485.06,11.2554,14.0303,0.883883
56,29,40,100,2,10,1,5000,10,0.5,1,3,1,33,50,0,208.333,21.2377,4732.17,356.65,22.5455,9.23648
57,75,100,100,2,10,5,2500,10,0.5,1,8,1,33,50,0,154.909,5.24621,2490.93,7.27497,16.7576,0.883883
58,40,60,100,2,10,1,2500,5,0.5,1,3,1,33,50,0,176.091,10.0603,2433.36,67.2697,11.6667,3.30719
59,70,90,100,2,10,5,5000,5,0.5,1,2,1,33,50,0,336.788,16.2245,4996.33,3.82971,27.8788,1.57123
60,29,40,100,2,10,1,5000,10,0.5,1,6,1,33,50,0,219.667,17.9734,4048.13,390.802,21.4848,2.87228
61,4,10,100,2,10,1,5000,5,0.5,1,0,1,33,50,0,57.2727,7.5053,2180.58,1097.79,7.30303,2.88314
62,3,10,100,2,10,5,2500,10,0.5,1,0,1,33,50,0,55.7273,9.39505,1693.41,303.825,8.30303,2.0
63,64,90,100,2,10,1,2500,5,0.5,1,3,1,33,50,0,215.152,11.9481,2443.36,41.7697,10.1212,2.70416
64,56,80,100,2,10,1,2500,5,0.5,1,3,1,33,50,0,202.788,11.9236,2438.68,44.4618,9.84848,2.77263
65,74,100,100,2,10,5,2500,5,0.5,1,2,1,33,50,0,212.152,16.4604,2497.91,2.35005,13.6364,1.04583
66,60,80,100,2,10,1,5000,5,0.5,1,8,1,33,50,0,251.636,11.1518,4976.99,26.083,32.0,0.5
67,51,70,100,2,10,5,2500,10,0.5,1,6,1,33,50,0,235.485,16.5569,2446.5,40.3115,12.5152,0.984251
68,54,70,100,2,10,5,5000,5,0.5,1,8,1,33,50,0,239.273,11.1643,4974.37,18.5647,32.0606,0.559017
69,9,20,100,2,10,1,2500,10,0.5,1,6,1,33,50,0,106.818,12.5883,2393.44,82.6098,14.0,1.0
70,24,40,100,2,10,1,2500,5,0.5,1,2,1,33,50,0,183.455,13.4189,2491.58,8.01963,10.6667,1.22474
71,73,100,100,2,10,1,2500,10,0.5,1,6,1,33,50,0,338.273,22.3499,2448.84,38.9889,8.84848,1.25
72,53,70,100,2,10,1,5000,10,0.5,1,8,1,33,50,0,241.424,13.4421,4968.54,25.8456,31.8485,1.11803
73,8,20,100,2,10,1,2500,5,0.5,1,6,1,33,50,0,107.939,8.84922,2357.69,97.4151,13.4242,1.29904
74,19,30,100,2,10,5,2500,10,0.5,1,3,1,33,50,0,121.333,8.64822,2408.8,93.5602,13.1818,2.23607
75,5,10,100,2,10,1,5000,10,0.5,1,0,1,33,50,0,56.7273,9.05633,2060.2,1023.69,7.75758,3.06696
76,46,60,100,2,10,5,5000,5,0.5,1,8,1,33,50,0,222.424,14.5216,4962.99,28.9491,31.7273,1.06066
77,37,50,100,2,10,1,5000,10,0.5,1,3,1,33,50,0,242.455,19.5721,4888.56,160.504,26.1818,6.14919
78,46,60,100,2,10,5,5000,5,0.5,1,2,1,33,50,0,263.939,18.3166,4989.09,17.7964,27.7576,1.57123
79,50,70,100,2,10,5,2500,5,0.5,1,6,1,33,50,0,184.212,11.6075,2449.5,38.8967,14.1212,0.75
80,76,100,100,2,10,1,5000,5,0.5,1,2,1,33,50,0,503.636,22.6658,4994.85,5.75609,20.0909,1.04583
81,66,90,100,2,10,5,2500,5,0.5,1,6,1,33,50,0,204.333,16.1084,2437.66,38.5695,14.0,0.968246
82,54,70,100,2,10,5,5000,5,0.5,1,3,1,33,50,0,244.152,18.1213,4933.46,44.89,30.0303,1.31101
83,50,70,100,2,10,5,2500,5,0.5,1,8,1,33,50,0,145.697,5.33552,2488.77,13.8392,16.3333,0.586302
84,23,30,100,2,10,5,5000,10,0.5,1,0,1,33,50,0,171.455,14.7311,4258.56,408.515,14.9091,1.92029
85,78,100,100,2,10,5,5000,5,0.5,1,2,1,33,50,0,344.303,22.484,4996.73,3.35664,27.7273,1.45774
86,52,70,100,2,10,1,5000,5,0.5,1,6,1,33,50,0,369.424,29.2073,4931.67,46.172,23.7879,1.56125
87,26,40,100,2,10,5,2500,5,0.5,1,2,1,33,50,0,151.455,13.7888,2493.94,6.21962,14.0303,1.07529
88,5,10,100,2,10,1,5000,10,0.5,1,2,1,33,50,0,56.7273,9.05633,3535.21,773.833,3.09091,1.31101
89,36,50,100,2,10,1,5000,5,0.5,1,0,1,33,50,0,289.242,21.3849,4912.63,95.2342,19.9394,2.20085
90,39,50,100,2,10,5,5000,10,0.5,1,6,1,33,50,0,265.242,23.4814,4715.07,255.217,25.2727,2.08417
91,27,40,100,2,10,5,2500,10,0.5,1,0,1,33,50,0,181.273,12.1508,2488.67,9.6391,12.2424,1.39194
92,3,10,100,2,10,5,2500,10,0.5,1,6,1,33,50,0,55.1515,8.75043,1403.35,139.404,8.48485,1.03078
93,27,40,100,2,10,5,2500,10,0.5,1,6,1,33,50,0,176.091,11.7616,2439.3,42.5453,13.1212,1.0
94,3,10,100,2,10,5,2500,10,0.5,1,2,1,33,50,0,55.7273,9.39505,2047.48,328.175,6.24242,1.27475
95,1,10,100,2,10,1,2500,10,0.5,1,0,1,33,50,0,54.3333,7.98697,1740.49,351.442,7.60606,2.39792
96,20,30,100,2,10,1,5000,5,0.5,1,3,1,33,50,0,156.242,14.1046,4185.8,363.878,21.7273,4.84123
97,24,40,100,2,10,1,2500,5,0.5,1,3,1,33,50,0,147.909,12.4709,2426.29,49.1615,12.9091,2.29129
98,59,80,100,2,10,5,2500,10,0.5,1,6,1,33,50,0,252.667,15.0305,2445.46,41.8225,12.1212,0.829156
99,55,70,100,2,10,5,5000,10,0.5,1,2,1,33,50,0,360.424,21.7888,4996.03,5.16893,23.3333,1.59099
100,42,60,100,2,10,5,2500,5,0.5,1,2,1,33,50,0,172.788,11.4367,2493.7,9.3357,13.9697,1.47902
101,28,40,100,2,10,1,5000,5,0.5,1,6,1,33,50,0,217.424,17.9061,4089.32,246.157,21.6364,1.75891
102,41,60,100,2,10,1,2500,10,0.5,1,3,1,33,50,0,186.091,16.6215,2408.99,80.1362,7.24242,4.03887
103,64,90,100,2,10,1,2500,5,0.5,1,6,1,33,50,0,293.364,16.1803,2451.85,37.2,11.2424,0.829156
104,76,100,100,2,10,1,5000,5,0.5,1,6,1,33,50,0,486.758,23.5943,4938.73,43.305,22.5455,1.25
105,75,100,100,2,10,5,2500,10,0.5,1,2,1,33,50,0,279.818,16.1525,2496.45,3.27959,11.9394,1.35785
106,52,70,100,2,10,1,5000,5,0.5,1,8,1,33,50,0,238.424,16.0469,4970.22,26.311,31.7576,1.0155
107,32,50,100,2,10,1,2500,5,0.5,1,2,1,33,50,0,213.152,15.3503,2493.55,5.41463,10.5455,1.14564
108,63,80,100,2,10,5,5000,10,0.5,1,2,1,33,50,0,391.939,20.8071,4996.33,4.40643,23.6061,1.41421
109,26,40,100,2,10,5,2500,5,0.5,1,3,1,33,50,0,127.818,12.0402,2434.78,43.8801,14.8485,1.43614
110,12,20,100,2,10,1,5000,5,0.5,1,0,1,33,50,0,112.667,11.3211,3934.06,474.335,8.63636,2.48118
111,72,100,100,2,10,1,2500,5,0.5,1,6,1,33,50,0,312.03,21.1874,2458.05,42.2254,11.0,0.707107
112,59,80,100,2,10,5,2500,10,0.5,1,2,1,33,50,0,257.152,15.6946,2496.12,3.62937,11.7273,1.06066
113,20,30,100,2,10,1,5000,5,0.5,1,0,1,33,50,0,169.455,15.9552,4361.49,291.496,12.9091,2.16506
114,15,20,100,2,10,5,5000,10,0.5,1,0,1,33,50,0,107.788,13.0546,3560.65,595.115,10.4242,2.34521
115,18,30,100,2,10,5,2500,5,0.5,1,6,1,33,50,0,125.091,11.9357,2423.36,37.3192,14.3333,0.847791
116,45,60,100,2,10,1,5000,10,0.5,1,8,1,33,50,0,222.939,15.1182,4955.77,35.166,31.6667,0.866025
117,56,80,100,2,10,1,2500,5,0.5,1,8,1,33,50,0,149.061,5.62327,2485.24,14.5038,16.3939,0.637377
118,2,10,100,2,10,5,2500,5,0.5,1,0,1,33,50,0,54.697,7.97451,1605.88,255.495,8.42424,1.43614
119,72,100,100,2,10,1,2500,5,0.5,1,8,1,33,50,0,154.121,4.27754,2488.95,15.2295,16.6667,0.829156
120,79,100,100,2,10,5,5000,10,0.5,1,2,1,33,50,0,455.394,20.2345,4998.18,2.73238,23.9091,1.52069
121,25,40,100,2,10,1,2500,10,0.5,1,3,1,33,50,0,149.212,11.8077,2433.65,53.6951,12.4848,3.51781
122,45,60,100,2,10,1,5000,10,0.5,1,3,1,33,50,0,280.848,18.2108,4860.31,217.582,23.1212,8.60596
123,74,100,100,2,10,5,2500,5,0.5,1,3,1,33,50,0,172.788,13.2305,2436.89,38.5874,14.0,1.14564
124,9,20,100,2,10,1,2500,10,0.5,1,2,1,33,50,0,108.727,13.0797,2469.55,34.7159,10.7576,1.99217
125,2,10,100,2,10,5,2500,5,0.5,1,6,1,33,50,0,54.5758,8.11646,1450.06,157.43,9.0303,1.0155
126,32,50,100,2,10,1,2500,5,0.5,1,6,1,33,50,0,207.424,15.9864,2445.27,43.1162,11.6667,1.14564
127,15,20,100,2,10,5,5000,10,0.5,1,8,1,33,50,0,93.303,11.6391,2678.54,202.734,16.7576,1.48955
128,18,30,100,2,10,5,2500,5,0.5,1,0,1,33,50,0,127.242,11.4401,2472.38,26.5252,14.1515,0.883883
129,24,40,100,2,10,1,2500,5,0.5,1,6,1,33,50,0,177.788,13.8536,2437.38,45.3614,12.3636,1.27475
130,50,70,100,2,10,5,2500,5,0.5,1,3,1,33,50,0,152.697,11.3426,2458.95,34.3009,14.3636,1.27475
131,69,90,100,2,10,1,5000,10,0.5,1,2,1,33,50,0,495.061,29.0742,4992.3,8.08735,14.6364,1.6298
132,17,30,100,2,10,1,2500,10,0.5,1,3,1,33,50,0,127.455,14.9187,2432.06,53.7363,13.5455,2.94746
133,71,90,100,2,10,5,5000,10,0.5,1,2,1,33,50,0,434.818,25.8571,4996.06,4.37992,23.7273,1.39194
134,48,70,100,2,10,1,2500,5,0.5,1,2,1,33,50,0,261.667,17.9072,2495.45,3.95357,9.9697,1.22474
135,33,50,100,2,10,1,2500,10,0.5,1,6,1,33,50,0,209.788,12.1829,2439.08,44.2051,11.5152,1.40312
136,75,100,100,2,10,5,2500,10,0.5,1,3,1,33,50,0,203.121,10.8966,2447.07,43.3343,13.0606,1.36931
137,66,90,100,2,10,5,2500,5,0.5,1,8,1,33,50,0,150.818,6.58813,2485.88,14.8691,16.5152,0.728869
138,46,60,100,2,10,5,5000,5,0.5,1,3,1,33,50,0,223.697,19.9413,4949.1,45.3366,29.7576,2.60408
139,61,80,100,2,10,1,5000,10,0.5,1,3,1,33,50,0,339.03,20.6677,4769.59,245.574,10.8182,7.16109
140,14,20,100,2,10,5,5000,5,0.5,1,2,1,33,50,0,106.152,10.7329,3076.7,374.323,14.5152,2.0233
141,53,70,100,2,10,1,5000,10,0.5,1,2,1,33,50,0,397.515,25.1261,4991.76,9.86797,15.8182,1.8456
142,38,50,100,2,10,5,5000,5,0.5,1,6,1,33,50,0,226.242,18.9622,4764.5,256.57,28.2424,1.87083
143,50,70,100,2,10,5,2500,5,0.5,1,2,1,33,50,0,186.152,11.9769,2495.94,4.64314,13.9394,1.26244
144,21,30,100,2,10,1,5000,10,0.5,1,3,1,33,50,0,158.697,17.6343,4155.6,418.079,18.5758,7.99414
145,67,90,100,2,10,5,2500,10,0.5,1,8,1,33,50,0,151.121,4.70211,2482.33,15.4894,16.4545,0.684653
146,34,50,100,2,10,5,2500,5,0.5,1,0,1,33,50,0,165.879,13.3879,2486.68,10.5449,14.2121,0.883883
147,40,60,100,2,10,1,2500,5,0.5,1,6,1,33,50,0,228.061,11.9946,2429.34,38.8375,10.9697,1.5411
148,19,30,100,2,10,5,2500,10,0.5,1,6,1,33,50,0,143.212,10.9766,2428.58,42.7678,13.3333,0.918559
149,31,40,100,2,10,5,5000,10,0.5,1,8,1,33,50,0,177.303,15.142,4550.34,321.51,28.6667,2.01556
150,7,10,100,2,10,5,5000,10,0.5,1,8,1,33,50,0,50.1515,10.2778,1432.05,136.067,9.0303,0.770552
151,14,20,100,2,10,5,5000,5,0.5,1,6,1,33,50,0,106.394,10.9998,2694.47,264.053,16.5758,1.8456
152,18,30,100,2,10,5,2500,5,0.5,1,8,1,33,50,0,114.424,9.8553,2470.38,24.7709,15.7879,0.901388
153,57,80,100,2,10,1,2500,10,0.5,1,3,1,33,50,0,226.727,17.3372,2401.85,91.4268,4.75758,1.28695
154,29,40,100,2,10,1,5000,10,0.5,1,8,1,33,50,0,175.97,16.5047,4571.91,330.244,28.8182,2.37829
155,14,20,100,2,10,5,5000,5,0.5,1,0,1,33,50,0,106.879,10.7551,3022.74,342.332,15.5758,2.68677
156,8,20,100,2,10,1,2500,5,0.5,1,8,1,33,50,0,94.303,10.5163,2412.23,74.6051,15.3636,0.661438
157,6,10,100,2,10,5,5000,5,0.5,1,0,1,33,50,0,53.6667,10.1663,1637.88,322.477,8.63636,1.28695
158,20,30,100,2,10,1,5000,5,0.5,1,6,1,33,50,0,162.606,14.7159,3470.71,309.142,18.8788,2.61606
159,13,20,100,2,10,1,5000,10,0.5,1,8,1,33,50,0,102.364,14.9642,2695.15,225.553,17.1515,1.44698
160,34,50,100,2,10,5,2500,5,0.5,1,2,1,33,50,0,164.697,13.3522,2493.18,6.42483,14.1515,0.951972
161,1,10,100,2,10,1,2500,10,0.5,1,6,1,33,50,0,54.2121,8.09999,1408.29,113.235,8.39394,0.984251
162,4,10,100,2,10,1,5000,5,0.5,1,8,1,33,50,0,53.1515,6.64324,1458.2,127.558,9.12121,0.707107
163,49,70,100,2,10,1,2500,10,0.5,1,2,1,33,50,0,278.273,20.9139,2494.42,4.71056,7.90909,1.34629
164,7,10,100,2,10,5,5000,10,0.5,1,6,1,33,50,0,53.2121,9.68813,1398.5,147.741,8.51515,1.10397
165,44,60,100,2,10,1,5000,5,0.5,1,3,1,33,50,0,278.182,17.7508,4929.72,51.0753,26.2424,3.75
166,58,80,100,2,10,5,2500,5,0.5,1,6,1,33,50,0,191.03,13.8575,2447.2,43.2363,14.1515,0.728869
167,38,50,100,2,10,5,5000,5,0.5,1,8,1,33,50,0,199.485,14.0626,4862.85,192.168,30.9091,1.63936
168,73,100,100,2,10,1,2500,10,0.5,1,2,1,33,50,0,349.212,24.1295,2493.97,4.59949,7.60606,1.1726
169,68,90,100,2,10,1,5000,5,0.5,1,6,1,33,50,0,436.182,25.9319,4935.7,41.1199,23.0303,1.44698
170,11,20,100,2,10,5,2500,10,0.5,1,8,1,33,50,0,95.6364,13.2189,2416.83,77.6154,15.2727,0.684653
171,11,20,100,2,10,5,2500,10,0.5,1,3,1,33,50,0,100.485,14.7651,2393.06,108.692,13.3333,3.11749
172,61,80,100,2,10,1,5000,10,0.5,1,8,1,33,50,0,252.212,12.6584,4967.77,24.293,31.9394,1.13192
173,30,40,100,2,10,5,5000,5,0.5,1,8,1,33,50,0,170.545,14.4765,4607.85,297.087,29.0909,2.08417
174,43,60,100,2,10,5,2500,10,0.5,1,6,1,33,50,0,218.273,15.806,2435.81,34.3931,12.4848,1.03078
175,2,10,100,2,10,5,2500,5,0.5,1,2,1,33,50,0,54.697,7.97451,1695.42,326.497,8.06061,1.06066
176,28,40,100,2,10,1,5000,5,0.5,1,8,1,33,50,0,174.121,13.7585,4586.63,227.837,29.0909,1.61051
