,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,intersection,n_points
0,0.7567,0.7264,1.0,0.8177,0.6655,0.4546,0.9691,19.099,100
1,0.7565,0.6959,0.9999,0.7872,0.635,0.5152,0.9691,20.2475,100
2,0.9085,0.6356,1.0,0.8179,0.6356,0.4855,0.9692,17.9307,100
3,0.7875,0.6965,1.0,0.8182,0.6057,0.1527,0.9694,12.0891,100
4,0.8185,0.7581,1.0,0.9991,0.6065,0.6983,0.9686,3.6733,100
5,0.7576,0.6062,1.0,0.8183,0.575,0.2133,0.9694,8.8416,100
6,0.7573,0.6967,1.0,0.9695,0.606,0.1528,0.9695,11.0396,100
7,0.8827,0.7945,0.9713,0.9413,0.5294,0.5613,0.8822,13.099,100
8,0.7576,0.6062,1.0,0.8183,0.575,0.2133,0.9694,8.8416,100
9,0.8476,0.6657,0.9997,0.8171,0.6333,0.0916,0.9387,22.7426,100
10,0.848,0.7572,1.0,0.8176,0.6641,0.6391,0.9694,24.3069,100
11,0.8783,0.757,0.9999,0.8171,0.6029,0.0915,0.9086,24.2871,100
12,0.7875,0.7272,1.0,0.7874,0.6342,0.6699,0.9696,29.9307,100
13,0.8734,0.7487,0.9998,0.8113,0.6528,0.6901,0.937,30.901,100
14,0.9029,0.7734,0.9999,0.9991,0.577,0.7443,0.9342,30.5446,100
15,0.9644,0.7227,0.9998,0.5503,0.6186,0.725,0.1719,49.3762,100
16,0.9058,0.7807,0.9694,0.8117,0.6218,0.7533,0.9062,33.0396,100
17,0.8739,0.7492,0.9689,0.7802,0.5906,0.6594,0.9058,37.8317,100
18,0.7805,0.7491,0.9691,0.78,0.5906,0.7528,0.9057,35.3168,100
19,0.9048,0.8116,0.9997,0.8112,0.6215,0.7835,0.9055,33.297,100
20,0.9645,0.7228,0.9656,0.5503,0.6187,0.7251,0.1719,49.3762,100
21,0.9593,0.7592,0.9998,0.5993,0.6784,0.2411,0.1998,53.4554,100
22,0.8562,0.7851,1.0,0.5703,0.6041,0.7146,0.1783,46.1089,100
23,0.9276,0.7135,0.9644,0.535,0.6412,0.6793,0.1783,50.901,100
24,0.7805,0.749,0.969,0.78,0.6216,0.7838,0.9057,35.1782,100
25,0.8116,0.7805,1.0,0.8114,0.6217,0.7837,0.9058,33.495,100
26,0.8734,0.7487,0.9998,0.8113,0.6528,0.6901,0.9368,30.901,100
27,0.8785,0.7572,0.9703,0.7874,0.6339,0.6392,0.9393,29.0,100
28,0.8738,0.7491,0.9999,0.8115,0.6219,0.6587,0.9368,27.6931,100
29,0.8174,0.7568,1.0,0.8177,0.6642,0.5755,0.9694,23.6733,100
30,0.8477,0.6659,0.9997,0.8172,0.6335,0.0917,0.9383,21.1584,100
31,0.787,0.7568,0.9999,0.8177,0.6342,0.5174,0.9391,18.6832,100
32,0.8172,0.7568,0.97,0.7874,0.6342,0.6365,0.9389,22.8614,100
33,0.8119,0.8119,0.9997,0.8116,0.6532,0.6591,0.968,31.2772,100
34,0.8423,0.7798,1.0,0.8113,0.6528,0.7521,0.9371,31.099,100
35,0.7877,0.7271,0.9704,0.7872,0.6643,0.6092,0.9693,26.8812,100
36,0.8785,0.7572,1.0,0.7873,0.6642,0.6391,0.9394,27.8119,100
37,0.8737,0.7804,1.0,0.8116,0.6529,0.6593,0.9679,34.505,100
38,0.9307,0.7583,0.9662,0.7921,0.5831,0.6919,0.1719,40.3663,100
39,0.851,0.7773,1.0,0.5547,0.6269,0.6674,0.185,47.7327,100
40,0.8791,0.7996,0.9996,0.7987,0.5966,0.6821,0.1997,43.4554,100
41,0.8463,0.7697,0.9625,0.7689,0.613,0.6566,0.1923,43.4554,100
42,0.8148,0.741,1.0,0.7397,0.5898,0.7059,0.1848,43.8911,100
43,0.8455,0.769,0.9996,0.7676,0.5738,0.656,0.1918,43.495,100
44,0.857,0.7499,1.0,0.5351,0.5686,0.716,0.1782,44.3465,100
45,0.8455,0.769,0.9996,0.7676,0.5738,0.6942,0.1918,43.495,100
46,0.8562,0.7851,1.0,0.5703,0.6041,0.7146,0.1783,46.1089,100
47,0.8657,0.7658,0.9996,0.7986,0.5636,0.7021,0.1661,42.2475,100
48,0.8953,0.792,1.0,0.5506,0.6515,0.7259,0.1719,42.3861,100
49,0.896,0.7925,0.9998,0.5505,0.652,0.7245,0.1719,45.7327,100
50,0.8657,0.7658,0.9999,0.7986,0.5636,0.7352,0.1661,42.2475,100
51,0.8704,0.7737,0.968,0.8052,0.5774,0.744,0.9027,40.3465,100
52,0.8117,0.8117,0.9694,0.812,0.6219,0.7219,0.9371,36.8614,100
53,0.8614,0.7924,0.9995,0.5508,0.6174,0.7253,0.172,44.3861,100
54,0.8611,0.7921,0.9995,0.5506,0.6172,0.7945,0.1719,43.4158,100
55,0.8611,0.7921,0.9995,0.5506,0.6172,0.7945,0.1719,43.4158,100
56,0.8141,0.7773,1.0,0.8136,0.5898,0.6672,0.1852,47.1386,100
57,0.846,0.7694,1.0,0.7685,0.6511,0.6563,0.1919,43.4554,100
58,0.8454,0.7689,0.9991,0.7675,0.5737,0.6941,0.1918,43.495,100
59,0.8511,0.7774,0.9997,0.7766,0.5894,0.7054,0.185,44.3465,100
60,0.8148,0.741,1.0,0.7397,0.5898,0.669,0.1848,43.8911,100
61,0.8922,0.7496,0.9996,0.5349,0.6039,0.7512,0.1781,44.4059,100
62,0.8615,0.7924,1.0,0.5509,0.5832,0.7254,0.172,44.3861,100
63,0.896,0.7925,0.9999,0.5507,0.6177,0.7588,0.1719,46.0099,100
64,0.8657,0.7658,0.9999,0.7986,0.5636,0.7352,0.1661,42.2475,100
65,0.8615,0.7925,0.9996,0.5509,0.5832,0.7254,0.172,44.3861,100
66,0.866,0.766,0.9998,0.5321,0.6302,0.7673,0.8997,45.2376,100
67,0.8705,0.7734,0.968,0.8052,0.6096,0.7441,0.9025,40.2673,100
68,0.896,0.7925,0.9999,0.5507,0.6177,0.7244,0.1719,46.0099,100
69,0.8922,0.7496,0.9995,0.5349,0.6039,0.7512,0.1781,44.4059,100
70,0.8952,0.7919,0.9999,0.5505,0.6515,0.6915,0.1719,42.3861,100
71,0.851,0.7772,1.0,0.5547,0.5898,0.6674,0.185,47.7327,100
72,0.8141,0.7773,0.9995,0.7767,0.5901,0.6303,0.1852,47.1386,100
73,0.8408,0.7213,0.9613,0.7198,0.5578,0.763,0.2001,43.4554,100
74,0.961,0.7302,0.9616,0.5764,0.6141,0.2319,0.1921,53.4158,100
75,0.8329,0.7499,0.9994,0.7908,0.539,0.5846,0.2083,46.9208,100
76,0.8793,0.7599,0.9996,0.7991,0.5573,0.6012,0.2,46.9208,100
77,0.8568,0.8095,0.9996,0.7606,0.5684,0.7171,0.2375,43.495,100
78,0.8433,0.8433,1.0,0.7897,0.5765,0.583,0.2628,42.3069,100
79,0.8428,0.8428,0.9995,0.7893,0.6286,0.5827,0.2627,42.3069,100
80,0.8564,0.8091,0.9996,0.8076,0.5681,0.7641,0.2374,43.495,100
81,0.84,0.7205,0.9608,0.7597,0.558,0.6015,0.2002,46.9208,100
82,0.9572,0.7492,0.9998,0.5826,0.6652,0.2511,0.1665,54.0495,100
83,0.9572,0.7492,1.0,0.5826,0.707,0.2511,0.1665,54.0495,100
84,0.8329,0.7499,0.9996,0.7908,0.5808,0.5846,0.2083,46.9208,100
85,0.8839,0.7308,0.9995,0.7685,0.6129,0.6164,0.1924,46.9208,100
86,0.9187,0.7596,1.0,0.7987,0.5969,0.6407,0.2,46.9208,100
87,0.9348,0.7411,0.9676,0.7407,0.8055,0.7751,0.9347,50.9406,100
88,0.9251,0.6295,0.9999,0.9622,0.6679,0.1115,0.9616,43.0198,100
89,0.9284,0.7501,1.0,0.9632,0.68,0.6085,0.9279,37.1584,100
90,0.8396,0.6005,1.0,0.9596,0.7215,0.5603,0.959,51.4752,100
91,0.9608,0.6148,0.9995,0.9606,0.655,0.5001,0.9218,47.8515,100
92,0.9613,0.6542,1.0,0.9614,0.7324,0.5008,0.9608,47.6931,100
93,0.9233,0.616,0.9626,0.9619,0.6945,0.5011,0.9613,47.6931,100
94,0.9257,0.6299,0.9995,0.9628,0.6311,0.1116,0.9622,43.0198,100
95,0.9612,0.6541,1.0,0.9613,0.6556,0.5007,0.9607,47.6931,100
96,0.8397,0.6005,0.9994,0.9597,0.6818,0.5603,0.9591,51.4752,100
97,0.9608,0.6538,1.0,0.9607,0.7319,0.5385,0.9607,47.5941,100
98,0.999,0.6289,0.9992,0.9982,0.6301,0.5938,0.9613,41.6139,100
99,0.9659,0.621,0.9664,0.9655,0.6565,0.6916,0.8964,41.6535,100
100,0.9646,0.6205,0.9992,0.9642,0.587,0.6568,0.9301,42.3465,100
101,0.9649,0.6207,0.9995,0.965,0.6564,0.6567,0.9304,42.2673,100
102,0.9662,0.6663,0.9998,0.7663,0.7009,0.7351,0.933,49.4158,100
103,0.9646,0.6078,0.9654,0.9641,0.7876,0.571,0.9284,51.2574,100
104,0.9655,0.6208,0.9996,0.9651,0.6565,0.6224,0.9303,42.2673,100
105,0.9254,0.6294,0.9636,0.9626,0.7052,0.6694,0.925,45.495,100
106,0.9613,0.7308,0.9996,0.9603,0.655,0.6167,0.9607,37.495,100
107,0.9592,0.6399,0.9995,0.9591,0.7211,0.5205,0.9585,49.9109,100
108,0.9203,0.7204,1.0,0.9599,0.6814,0.6415,0.9598,37.495,100
109,0.9597,0.7199,0.9999,0.9592,0.6018,0.6812,0.9591,37.495,100
110,0.8926,0.7142,0.9996,0.9632,0.6798,0.6083,0.928,37.1584,100
111,0.9412,0.7354,0.971,0.9702,0.4723,0.5016,0.8821,28.3861,100
112,0.9031,0.71,1.0,0.9672,0.5822,0.55,0.9027,33.9505,100
113,0.9144,0.7147,0.972,0.9712,0.4875,0.5447,0.9142,28.1485,100
114,0.9326,0.7332,0.9997,0.9655,0.6346,0.5348,0.9324,34.2277,100
115,0.8997,0.7002,0.9993,0.9324,0.5683,0.5682,0.9325,36.1287,100
116,0.8482,0.788,0.9402,0.9395,0.5169,0.5172,0.8792,27.8119,100
117,0.9116,0.8527,0.9709,0.9412,0.7659,0.6486,0.8821,29.9505,100
118,0.919,0.865,0.9731,0.9458,0.6212,0.5155,0.8374,16.4653,100
119,0.8883,0.8328,0.9997,0.9716,0.6396,0.53,0.888,14.0693,100
120,0.9452,0.8065,0.9732,0.9722,0.6404,0.4471,0.9167,15.198,100
121,0.9113,0.8231,0.9712,0.9697,0.7348,0.6783,0.9407,17.9307,100
122,0.9425,0.8285,0.9996,0.9702,0.743,0.6305,0.9132,15.6733,100
123,0.9113,0.823,0.9995,0.9696,0.7347,0.6493,0.8814,17.9307,100
124,0.9425,0.8285,0.9996,0.9702,0.743,0.6305,0.9132,15.6733,100
125,0.8862,0.8291,0.9716,0.9709,0.7143,0.659,0.9139,17.5743,100
126,0.9138,0.8567,0.9997,0.9703,0.714,0.6587,0.9705,16.9802,100
127,0.9141,0.8287,0.9996,0.9703,0.6292,0.4309,0.9419,15.198,100
128,0.8529,0.8529,0.9997,0.97,0.7345,0.7658,0.9405,19.5941,100
129,0.9113,0.823,0.9995,0.9696,0.7347,0.6493,0.8814,17.9307,100
130,0.8857,0.8001,0.9718,0.9428,0.6864,0.631,0.8853,22.9802,100
131,0.8817,0.8234,0.9998,0.9699,0.7342,0.7655,0.9108,25.6139,100
132,0.8529,0.8529,0.9997,0.97,0.7345,0.7658,0.9405,19.5941,100
133,0.9407,0.8231,0.9996,0.9699,0.7348,0.7078,0.9106,20.6436,100
134,0.9427,0.8284,0.9718,0.9708,0.6288,0.7163,0.8847,19.1188,100
135,0.9143,0.8287,0.9998,0.9707,0.743,0.602,0.9421,15.4356,100
136,0.97,0.8234,0.9997,0.9695,0.647,0.7077,0.94,17.6535,100
137,0.9115,0.8235,0.9997,0.9701,0.7366,0.679,0.9407,16.0693,100
138,0.9117,0.7944,0.9711,0.9701,0.7948,0.6791,0.9407,16.0693,100
139,0.9116,0.8529,0.9997,0.9992,0.7647,0.6787,0.9109,16.802,100
140,0.9701,0.8234,0.9998,0.9695,0.647,0.737,0.9401,17.099,100
141,0.8571,0.7714,0.9719,0.9425,0.6003,0.6308,0.9135,12.6832,100
142,0.97,0.8234,0.9997,0.9695,0.647,0.7077,0.94,17.6535,100
143,0.8567,0.7996,0.9719,0.9423,0.6002,0.6307,0.9134,13.1782,100
144,0.8783,0.6357,0.9999,0.8181,0.6055,0.4857,0.9692,14.5644,100
145,0.8777,0.7263,0.9998,0.8176,0.6341,0.5174,0.9391,19.9505,100
146,0.818,0.6062,1.0,0.8182,0.6353,0.5462,0.9693,9.8911,100
147,0.9696,0.9696,1.0,0.9696,0.6064,0.6064,0.9696,1.0,100
148,0.8179,0.8179,1.0,0.9691,0.5456,0.8188,0.9383,4.6238,100
149,0.7571,0.6964,1.0,0.8181,0.6055,0.0921,0.9693,11.3366,100
150,0.7571,0.7571,1.0,0.8178,0.6344,0.5455,0.9692,16.3861,100
151,0.8173,0.7567,0.9999,0.8176,0.6644,0.5173,0.9692,20.1287,100
152,0.787,0.7568,1.0,0.8177,0.6343,0.5173,0.9391,18.2079,100
153,0.787,0.7568,1.0,0.8177,0.6342,0.5174,0.9391,18.2079,100
154,0.8177,0.6662,0.9998,0.8175,0.6037,0.0918,0.969,18.505,100
155,0.8177,0.6662,0.9998,0.8175,0.6037,0.0918,0.969,18.505,100
156,0.7564,0.6959,0.9999,0.7872,0.635,0.4543,0.969,19.5941,100
157,0.8785,0.7572,0.9701,0.7873,0.6339,0.639,0.9392,27.1782,100
158,0.7876,0.727,0.9997,0.7872,0.634,0.6093,0.9693,28.1881,100
159,0.7869,0.6963,0.9998,0.7871,0.6642,0.576,0.969,26.7822,100
160,0.8784,0.7572,1.0,0.7873,0.6641,0.6389,0.9087,27.8119,100
161,0.7869,0.6963,0.9999,0.7871,0.6341,0.5761,0.969,25.1386,100
162,0.8482,0.6665,0.9997,0.8174,0.6344,0.0919,0.9686,14.5248,100
163,0.7876,0.6363,0.9995,0.9689,0.5742,0.5762,0.9687,9.2178,100
164,0.8234,0.6766,1.0,0.9704,0.5875,0.5319,0.9411,14.5446,100
165,0.9391,0.7879,0.9997,0.9688,0.5451,0.6078,0.9685,10.7228,100
166,0.9121,0.8239,0.9713,0.9704,0.5586,0.561,0.9115,9.6535,100
167,0.9113,0.8527,0.9999,0.9697,0.7344,0.5904,0.94,17.0396,100
168,0.8859,0.8287,0.9719,0.9712,0.7718,0.6309,0.9136,18.1881,100
169,0.8825,0.7946,0.9993,0.9702,0.6767,0.7081,0.9108,18.2079,100
170,0.8179,0.7269,1.0,0.8184,0.6062,0.0921,0.9694,9.6733,100
171,0.8787,0.606,1.0,0.9695,0.6065,0.5762,0.9695,1.9307,100
172,0.7874,0.7571,0.9999,0.8183,0.5759,0.092,0.9693,12.0099,100
173,0.757,0.7267,1.0,0.8181,0.6056,0.4855,0.9693,12.901,100
174,0.9696,0.9696,1.0,0.9696,0.6064,0.6064,0.9696,1.0,100
175,0.8176,0.6964,1.0,0.8181,0.6056,0.4857,0.9693,15.198,100
176,0.8799,0.577,1.0001,0.9696,0.606,0.6075,0.9696,3.0792,100
177,0.818,0.6665,0.9999,0.8182,0.6354,0.1225,0.9694,9.0792,100
178,0.7873,0.6964,1.0,0.818,0.6356,0.3946,0.9692,15.1188,100
179,0.7873,0.6964,1.0,0.818,0.6054,0.1222,0.9692,12.9802,100
180,0.7568,0.7265,1.0,0.8178,0.6354,0.4552,0.9691,17.7525,100
181,0.8176,0.6963,0.9999,0.8181,0.6055,0.4555,0.9692,16.5446,100
182,0.7941,0.6766,0.9712,0.9709,0.5876,0.5317,0.9407,10.4257,100
183,0.9115,0.8529,1.0,0.97,0.7343,0.5909,0.882,23.7525,100
184,0.8234,0.6766,1.0,0.9704,0.5875,0.5319,0.9411,14.5446,100
185,0.8826,0.7944,0.9713,0.9412,0.5294,0.5613,0.9113,14.4257,100
186,0.9696,0.9696,1.0,0.9696,0.6064,0.6064,0.9696,1.0,100
187,0.8481,0.7268,1.0,0.8183,0.5759,0.0921,0.9693,10.1881,100
188,0.8481,0.8179,1.0,0.9689,0.5761,0.6073,0.9686,3.6535,100
189,0.7881,0.6671,1.0,0.9692,0.6062,0.7289,0.9687,1.7525,100
190,0.7881,0.6671,0.9999,0.9691,0.6061,0.7288,0.9687,1.7525,100
191,0.8178,0.6967,1.0,0.8181,0.605,0.5763,0.9693,13.2376,100
192,0.8179,0.6664,1.0,0.8181,0.6049,0.4553,0.9693,10.7426,100
193,0.9696,0.9696,1.0,0.9696,0.6064,0.6064,0.9696,1.0,100
194,0.9696,0.9696,1.0,0.9696,0.6064,0.6064,0.9696,1.0,100
195,0.8788,0.7579,1.0,0.9691,0.6061,0.6381,0.9687,3.099,100
196,0.9701,0.8527,0.9998,0.9695,0.647,0.737,0.9699,16.604,100
197,0.9425,0.7997,1.0,0.9711,0.7142,0.6587,0.8851,30.901,100
198,0.8177,0.636,0.9999,0.8177,0.5738,0.0918,0.9692,18.6238,100
199,0.818,0.6062,1.0,0.8182,0.6353,0.5462,0.9693,9.8911,100
200,0.9696,0.9696,1.0,0.9696,0.6064,0.6064,0.9696,1.0,100
201,0.8787,0.6363,1.0,0.9695,0.6063,0.1525,0.9695,6.4851,100
202,0.7569,0.7266,1.0,0.8179,0.6355,0.4553,0.9692,17.5545,100
203,0.8176,0.6964,1.0,0.8181,0.6055,0.4554,0.9693,16.5446,100
204,0.7875,0.6966,1.0,0.8184,0.6059,0.1527,0.9694,11.396,100
205,0.8786,0.8181,0.9999,0.9689,0.6069,0.5159,0.9685,2.5842,100
206,0.8172,0.7264,1.0,0.969,0.5764,0.5764,0.9686,1.3168,100
207,0.8179,0.7572,1.0,0.9693,0.5763,0.5158,0.9694,6.0891,100
208,0.9085,0.7568,1.0,0.818,0.6365,0.0918,0.9691,14.2079,100
209,0.7565,0.6959,0.9999,0.7872,0.635,0.5152,0.9691,20.2475,100
210,0.8178,0.6966,1.0,0.8181,0.6049,0.5762,0.9693,13.2376,100
211,0.8178,0.6966,1.0,0.8181,0.6049,0.5762,0.9693,13.2376,100
212,0.848,0.7267,1.0,0.8182,0.5758,0.092,0.9693,10.8812,100
213,0.8178,0.6966,1.0,0.8183,0.6361,0.1527,0.9694,11.5347,100
214,0.8785,0.7572,0.9703,0.7874,0.6338,0.6696,0.9091,31.6733,100
215,0.7875,0.7272,1.0,0.7874,0.6342,0.6699,0.9696,29.9307,100
216,0.837,0.8049,0.9999,0.8051,0.6415,0.7764,0.9345,39.1188,100
217,0.9649,0.723,0.9998,0.5164,0.6533,0.6904,0.172,50.4653,100
218,0.9572,0.7492,0.9998,0.5826,0.6652,0.2511,0.1665,54.0495,100
219,0.8701,0.7734,0.9684,0.8052,0.6096,0.7441,0.9025,40.2673,100
220,0.8986,0.7987,0.9999,0.7988,0.6967,0.7676,0.9328,44.0099,100
221,0.851,0.7772,1.0,0.5547,0.5898,0.7042,0.185,47.7327,100
222,0.8563,0.7496,0.964,0.535,0.6044,0.6792,0.1784,47.7327,100
223,0.851,0.7773,1.0,0.5547,0.6269,0.7043,0.1852,47.4554,100
224,0.8145,0.7776,0.9635,0.777,0.6272,0.6306,0.1853,46.9208,100
225,0.8793,0.7599,1.0,0.7991,0.5975,0.6012,0.2,46.9208,100
226,0.85,0.8003,0.9999,0.749,0.6466,0.6033,0.2497,43.8911,100
227,0.8994,0.8497,0.9995,0.7984,0.6464,0.653,0.2493,43.8911,100
228,0.9125,0.7828,0.9998,0.7814,0.5621,0.6983,0.2168,43.4554,100
229,0.904,0.7618,1.0,0.8082,0.6637,0.5736,0.2381,45.5743,100
230,0.858,0.8105,0.9533,0.7616,0.6166,0.6229,0.2378,43.8911,100
231,0.8631,0.7274,0.9994,0.7717,0.5429,0.5477,0.227,45.5743,100
232,0.8329,0.7499,0.9996,0.7908,0.5808,0.5846,0.2083,46.9208,100
233,0.8566,0.7618,0.9995,0.8082,0.616,0.6206,0.2381,45.5743,100
234,0.9124,0.7393,0.9991,0.7811,0.5627,0.6534,0.2171,46.9208,100
235,0.9125,0.7388,0.957,0.5649,0.6511,0.2622,0.1738,54.0495,100
236,0.8839,0.7308,0.9995,0.7685,0.6129,0.6164,0.1924,46.9208,100
237,0.8793,0.7599,1.0,0.7991,0.5975,0.6012,0.2,46.9208,100
238,0.8631,0.7274,1.0,0.7717,0.5429,0.5929,0.227,45.5743,100
239,0.9083,0.7274,1.0,0.7717,0.5429,0.5929,0.227,45.5743,100
